nodesPerPartition bytesPerNode cliquesPerPartition
226 44 350
160 30 235
149 26 204
94 16 127
108 13 103
100 14 108
97 12 90
134 19 149
71 7 55
235 21 164
48 5 33
50 5 35
84 12 90
79 7 55
130 15 120
151 16 122
116 12 95
120 12 89
115 15 119
54 3 18
68 11 81
156 15 119
68 12 90
57 4 26
131 14 108
74 6 47
95 15 115
133 14 112
104 13 103
62 5 39
141 14 110
36 4 32
140 14 105
105 9 72
76 11 81
79 9 67
140 13 100
90 11 82
46 4 32
57 6 45
99 13 97
185 12 96
104 10 75
120 9 69
153 12 90
35 3 19
131 12 93
69 7 52
67 6 41
22 2 14
154 12 91
71 10 76
74 7 51
147 12 90
24 2 10
88 9 71
124 11 87
73 9 66
122 11 86
55 5 33
66 6 43
181 11 85
37 3 23
58 5 36
130 11 85
76 9 66
92 7 54
104 10 77
14 1 8
53 3 18
87 8 60
4 1 2
78 8 62
78 9 70
109 6 45
87 10 79
35 2 15
59 7 51
103 10 77
33 4 32
89 9 66
91 10 78
34 2 16
48 6 42
150 10 78
94 8 59
106 7 54
55 5 37
123 10 77
63 6 42
98 8 61
73 9 68
136 10 75
10 1 4
168 6 45
116 10 73
58 7 49
88 8 63
134 7 51
141 10 74
142 9 68
55 3 17
127 10 73
71 7 53
52 3 23
61 5 40
139 9 67
111 9 72
135 6 41
46 4 26
107 9 71
107 9 71
49 4 30
59 5 34
73 9 68
56 6 46
151 9 68
88 7 53
37 3 22
34 4 27
74 5 39
98 7 49
43 4 32
81 5 39
85 8 57
34 3 20
104 8 62
19 1 6
152 9 65
95 8 64
32 3 23
32 3 20
62 5 40
91 7 52
116 8 64
109 8 64
92 8 59
109 7 52
96 8 64
154 8 63
97 7 54
90 8 63
40 4 28
105 8 62
75 8 59
74 8 61
90 7 50
93 7 50
16 2 9
71 2 9
68 6 46
67 7 55
92 7 55
36 3 19
45 4 28
54 5 38
28 2 9
99 8 60
92 8 60
42 4 26
66 6 47
74 7 51
99 8 57
111 8 59
85 8 57
62 6 48
76 6 42
95 8 58
17 2 10
50 4 25
92 8 57
62 7 54
59 6 46
50 5 38
81 7 52
103 7 56
81 7 56
102 7 54
58 6 44
60 7 53
62 7 50
42 3 24
64 5 38
107 7 55
42 3 24
31 3 23
27 3 20
52 5 35
44 3 18
66 7 53
34 3 17
65 7 55
85 7 53
69 7 55
42 4 25
87 7 55
54 7 50
60 6 48
21 2 9
52 6 41
33 3 23
54 5 36
75 7 54
72 6 46
38 2 16
79 7 50
24 2 11
32 3 19
48 4 30
61 6 48
66 4 25
80 7 51
57 6 48
49 4 28
31 3 17
44 4 25
54 4 30
48 7 53
59 5 38
96 7 52
89 7 51
54 6 45
78 6 42
78 6 45
83 7 50
103 4 30
20 2 12
55 3 24
74 6 42
62 6 41
71 7 50
70 6 47
131 7 52
94 7 52
52 6 48
48 4 29
63 7 52
24 3 17
44 3 23
23 2 15
35 2 10
27 2 12
70 7 51
25 2 15
68 6 43
68 6 48
32 3 23
40 2 16
74 7 49
53 4 26
53 5 34
54 5 34
32 2 16
33 4 25
60 5 39
58 6 48
35 3 20
107 6 44
50 7 50
94 6 44
43 4 29
64 7 50
76 6 41
53 6 43
71 6 46
75 5 39
63 7 49
59 5 38
64 6 46
32 4 28
51 6 45
36 3 19
29 3 19
63 5 40
20 2 14
23 2 12
59 6 45
71 5 37
71 6 47
46 5 33
27 2 16
28 2 14
48 4 29
18 2 10
42 3 19
38 3 24
33 3 19
26 2 12
47 3 18
104 6 45
111 6 47
58 5 35
115 6 41
67 5 39
69 6 47
16 1 8
73 3 20
64 6 46
40 4 25
38 3 18
60 4 30
55 6 47
53 4 27
60 6 46
54 6 42
80 6 43
65 6 46
68 4 28
73 6 43
43 3 23
26 2 11
28 2 16
68 4 27
37 3 22
69 5 36
31 3 18
41 4 31
46 3 23
45 6 42
49 3 23
94 6 43
58 6 42
97 6 45
44 4 29
61 5 35
73 6 42
20 2 10
16 1 6
33 3 24
61 6 45
54 6 45
29 3 18
20 2 15
60 6 42
67 6 44
66 6 45
57 5 37
49 5 39
16 1 2
85 6 42
47 6 44
47 4 31
60 5 37
13 1 8
23 2 12
19 1 6
33 2 15
58 4 29
39 3 22
85 6 41
60 6 42
70 5 37
83 5 37
67 6 43
65 6 43
60 6 43
53 4 31
43 5 34
97 6 43
12 1 3
31 1 8
32 2 10
59 5 39
97 6 43
23 2 12
11 1 6
66 5 36
40 3 22
85 6 43
46 4 25
50 5 35
29 2 11
62 5 35
70 5 34
53 5 38
70 5 40
58 3 23
58 5 38
87 5 38
62 6 41
79 5 36
92 6 41
13 1 5
32 2 16
71 5 36
35 2 15
33 3 17
33 3 22
55 5 40
61 3 24
24 2 11
27 2 16
49 3 23
63 3 23
53 5 34
110 5 37
52 5 35
88 5 37
65 5 36
28 3 19
57 5 40
36 4 27
47 5 34
21 2 11
22 2 12
13 1 6
59 6 41
34 2 16
32 3 18
29 2 14
24 2 12
14 2 11
63 5 33
37 3 18
63 6 41
48 4 28
61 5 40
66 2 16
64 5 39
39 5 33
36 4 27
24 3 17
40 3 17
62 5 37
94 5 40
21 2 12
66 5 36
69 5 35
56 4 30
26 3 17
39 3 17
54 5 33
42 5 33
19 1 5
16 1 8
40 3 22
19 2 13
21 2 9
47 5 33
47 4 25
42 4 27
33 1 2
55 5 37
