nodesPerPartition bytesPerNode cliquesPerPartition
226 44 238
160 30 129
149 26 131
94 16 90
108 13 61
100 14 71
97 12 12
134 19 49
71 7 5
235 21 123
48 5 35
50 5 5
84 12 56
79 7 7
130 15 83
151 16 90
116 12 89
120 12 74
115 15 83
54 3 3
68 11 5
156 15 96
68 12 33
57 4 4
131 14 69
74 6 6
95 15 65
133 14 103
104 13 41
62 5 3
141 14 87
36 4 2
140 14 82
105 9 57
76 11 67
79 9 11
140 13 51
90 11 88
46 4 7
57 6 12
99 13 64
185 12 72
104 10 64
120 9 72
153 12 70
35 3 2
131 12 57
69 7 42
67 6 17
22 2 1
154 12 71
71 10 52
74 7 9
147 12 72
24 2 1
88 9 71
124 11 57
73 9 8
122 11 45
55 5 35
66 6 2
181 11 48
37 3 8
58 5 7
130 11 52
76 9 57
92 7 56
104 10 52
14 1 2
53 3 5
87 8 33
4 1 1
78 8 40
78 9 47
109 6 47
87 10 48
35 2 4
59 7 8
103 10 46
33 4 3
89 9 64
91 10 43
34 2 5
48 6 3
150 10 54
94 8 33
106 7 26
55 5 3
123 10 46
63 6 8
98 8 47
73 9 13
136 10 54
10 1 2
168 6 41
116 10 52
58 7 5
88 8 40
134 7 43
141 10 37
142 9 72
55 3 4
127 10 53
71 7 41
52 3 4
61 5 3
139 9 72
111 9 42
135 6 48
46 4 8
107 9 71
107 9 37
49 4 32
59 5 40
73 9 47
56 6 4
151 9 55
88 7 29
37 3 19
34 4 6
74 5 3
98 7 41
43 4 26
81 5 7
85 8 47
34 3 3
104 8 57
19 1 1
152 9 65
95 8 27
32 3 20
32 3 2
62 5 4
91 7 56
116 8 64
109 8 59
92 8 53
109 7 49
96 8 63
154 8 57
97 7 33
90 8 62
40 4 2
105 8 59
75 8 61
74 8 48
90 7 50
93 7 46
16 2 2
71 2 4
68 6 47
67 7 55
92 7 31
36 3 4
45 4 5
54 5 10
28 2 1
99 8 60
92 8 48
42 4 2
66 6 41
74 7 41
99 8 59
111 8 57
85 8 33
62 6 42
76 6 13
95 8 48
17 2 2
50 4 32
92 8 55
62 7 47
59 6 26
50 5 4
81 7 56
103 7 56
81 7 54
102 7 40
58 6 40
60 7 50
62 7 40
42 3 3
64 5 14
107 7 37
42 3 23
31 3 20
27 3 4
52 5 19
44 3 6
66 7 35
34 3 24
65 7 53
85 7 55
69 7 55
42 4 3
87 7 50
54 7 40
60 6 41
21 2 9
52 6 24
33 3 4
54 5 40
75 7 33
72 6 48
38 2 2
79 7 41
24 2 11
32 3 2
48 4 5
61 6 17
66 4 5
80 7 30
57 6 18
49 4 24
31 3 2
44 4 30
54 4 9
48 7 32
59 5 6
96 7 51
89 7 42
54 6 42
78 6 45
78 6 35
83 7 25
103 4 20
20 2 3
55 3 2
74 6 41
62 6 35
71 7 47
70 6 7
131 7 52
94 7 52
52 6 32
48 4 32
63 7 30
24 3 2
44 3 16
23 2 3
35 2 12
27 2 1
70 7 35
25 2 2
68 6 48
68 6 24
32 3 12
40 2 2
74 7 33
53 4 19
53 5 34
54 5 25
32 2 4
33 4 25
60 5 24
58 6 22
35 3 3
107 6 34
50 7 8
94 6 27
43 4 9
64 7 25
76 6 46
53 6 46
71 6 31
75 5 32
63 7 23
59 5 40
64 6 34
32 4 7
51 6 21
36 3 19
29 3 4
63 5 29
20 2 5
23 2 2
59 6 43
71 5 39
71 6 27
46 5 18
27 2 14
28 2 3
48 4 19
18 2 4
42 3 24
38 3 19
33 3 16
26 2 10
47 3 3
104 6 47
111 6 32
58 5 24
115 6 39
67 5 31
69 6 40
16 1 1
73 3 24
64 6 27
40 4 11
38 3 7
60 4 6
55 6 33
53 4 30
60 6 42
54 6 43
80 6 46
65 6 28
68 4 32
73 6 24
43 3 17
26 2 16
28 2 2
68 4 16
37 3 2
69 5 32
31 3 17
41 4 24
46 3 4
45 6 24
49 3 3
94 6 42
58 6 45
97 6 30
44 4 9
61 5 27
73 6 38
20 2 7
16 1 3
33 3 3
61 6 45
54 6 19
29 3 11
20 2 1
60 6 44
67 6 45
66 6 24
57 5 39
49 5 32
16 1 2
85 6 44
47 6 31
47 4 22
60 5 25
13 1 2
23 2 7
19 1 2
33 2 4
58 4 24
39 3 24
85 6 42
60 6 38
70 5 37
83 5 28
67 6 43
65 6 43
60 6 35
53 4 19
43 5 5
97 6 32
12 1 3
31 1 3
32 2 1
59 5 3
97 6 25
23 2 7
11 1 1
66 5 15
40 3 7
85 6 36
46 4 27
50 5 20
29 2 16
62 5 34
70 5 38
53 5 40
70 5 31
58 3 24
58 5 38
87 5 25
62 6 21
79 5 32
92 6 32
13 1 2
32 2 4
71 5 19
35 2 6
33 3 22
33 3 3
55 5 20
61 3 23
24 2 16
27 2 16
49 3 23
63 3 18
53 5 3
110 5 35
52 5 8
88 5 36
65 5 33
28 3 5
57 5 19
36 4 5
47 5 14
21 2 12
22 2 7
13 1 2
59 6 19
34 2 16
32 3 15
29 2 12
24 2 11
14 2 2
63 5 19
37 3 3
63 6 41
48 4 32
61 5 25
66 2 16
64 5 33
39 5 28
36 4 15
24 3 17
40 3 24
62 5 40
94 5 24
21 2 2
66 5 35
69 5 24
56 4 16
26 3 17
39 3 6
54 5 33
42 5 17
19 1 8
16 1 3
40 3 13
19 2 9
21 2 2
47 5 18
47 4 27
42 4 29
33 1 2
55 5 33
45 5 28
14 1 2
59 5 35
54 5 33
58 4 20
87 5 39
60 5 19
76 4 28
39 4 24
48 5 25
73 4 25
12 1 2
35 4 17
27 2 11
36 3 4
43 4 28
32 2 2
51 5 36
47 5 17
38 3 17
35 3 4
42 5 15
39 3 9
31 2 3
35 3 5
59 5 25
70 4 20
60 5 38
72 5 38
47 5 24
50 4 17
60 2 4
61 5 20
32 3 18
27 3 6
90 5 30
62 4 22
49 5 16
29 1 2
39 4 9
68 5 33
83 5 24
92 4 28
70 4 31
60 4 26
39 4 16
21 2 15
24 2 2
36 4 15
26 2 4
43 4 7
62 4 32
54 4 18
25 3 10
27 2 4
36 2 3
45 3 4
58 5 31
50 4 17
27 2 2
65 4 8
76 5 38
67 5 34
48 5 38
90 5 33
57 5 33
56 5 18
47 4 25
47 4 24
33 1 2
55 4 32
51 4 24
74 5 20
41 4 17
8 1 1
42 2 4
50 4 16
42 3 17
47 4 23
36 3 22
35 3 7
65 3 17
58 5 29
10 1 1
78 4 15
41 3 5
68 5 25
15 1 2
41 4 7
57 5 26
78 4 15
27 3 10
19 2 12
25 2 10
22 2 8
11 1 1
20 2 3
54 3 7
56 4 27
58 4 18
25 2 1
63 3 24
56 4 32
48 5 25
44 4 17
12 1 4
22 2 3
57 5 36
62 5 25
34 3 24
53 5 24
41 4 18
61 5 35
60 5 35
62 5 30
60 4 17
44 3 4
48 4 17
27 2 9
26 3 18
29 3 9
23 2 8
16 1 1
53 4 4
109 5 27
47 4 20
18 2 9
15 2 3
32 3 10
18 1 2
40 3 20
46 3 24
22 1 1
45 4 19
40 3 3
54 5 17
29 2 8
34 3 16
33 2 2
90 5 35
68 5 35
68 5 33
53 5 23
45 4 26
22 2 2
37 4 32
56 5 32
44 4 32
50 4 30
42 4 29
48 4 29
47 4 13
22 2 10
22 2 2
