nodesPerPartition bytesPerNode cliquesPerPartition
235 21 76
54 3 7
188 7 3
226 44 250
149 26 190
160 30 119
53 3 9
71 2 4
102 16 103
90 13 95
105 12 68
76 9 72
52 5 14
93 12 44
179 6 48
50 5 11
32 2 5
143 12 96
134 19 65
57 4 32
26 2 6
12 1 1
79 7 38
111 6 22
30 1 2
16 1 4
10 1 4
10 1 2
21 1 3
4 1 2
12 1 1
27 2 1
115 15 71
36 4 3
84 12 35
42 1 1
74 7 11
10 1 2
136 11 80
75 3 19
72 3 2
126 11 54
141 8 38
14 1 1
102 7 41
31 1 2
65 6 6
95 15 69
83 9 48
11 1 1
108 8 64
27 1 1
70 13 47
41 3 5
76 5 8
67 10 51
94 7 13
31 3 9
28 2 2
124 12 64
149 14 96
65 6 6
124 15 87
111 11 44
87 8 32
56 3 16
23 2 14
34 3 9
52 4 18
31 2 3
52 4 6
12 1 0
141 14 81
170 11 44
41 4 16
55 3 4
75 6 33
127 4 32
81 5 33
35 5 23
7 1 2
56 4 4
119 12 46
130 11 27
34 2 2
64 5 7
133 13 53
31 1 1
56 5 40
58 6 4
104 9 65
11 1 1
104 13 51
88 11 67
68 7 50
97 12 75
71 10 73
76 11 75
86 9 67
79 9 36
67 5 10
33 1 2
79 10 52
74 7 4
151 16 93
151 9 72
7 1 2
38 1 1
153 12 56
30 1 2
54 3 24
44 4 10
21 1 3
16 1 1
110 11 41
68 7 4
150 10 9
147 12 73
19 1 1
133 14 57
74 7 32
65 2 2
62 5 4
100 9 20
35 2 3
136 10 62
51 6 17
82 2 5
98 8 64
160 8 64
131 12 73
96 8 40
78 9 53
56 5 40
59 7 20
141 10 56
152 11 49
18 2 2
49 3 20
46 5 20
40 2 4
88 7 8
126 9 41
15 1 1
105 7 41
22 2 5
75 7 25
48 6 10
14 1 1
107 6 48
99 9 68
73 9 39
24 1 7
42 1 1
120 7 9
116 10 60
67 5 19
41 3 2
107 10 49
115 5 40
92 7 38
102 8 40
36 3 4
86 5 40
124 11 38
43 4 6
88 5 22
49 3 9
25 2 1
71 7 43
89 9 68
142 9 53
131 7 49
49 4 2
92 6 41
92 7 46
12 1 1
